city,category,fit_score,status,organization,phone,email,contact,website,size_signal,event_signal,why,sources,type_raw,city_raw,md_line
Fort Myers,preschools and daycare centers,4,,Palmer Preschool & Childcare,(239) 936-4410,palmerpreschool1@aol.com,unknown,http://www.palmerpreschool.com/,"3808 Seago Lane, Fort Myers 33901; family-owned since 2007, with a second service area in Lehigh Acres. VPK provider for Lee County.","Camps page states their annual summer camp gives each group ""specialized activities with an emphasis on education, as well as time dedicated to sports and games, field trips, water-based play, and personal interests such as music or art.""","""Water-based play"" is written into their own camp description, so the concept needs no selling. Published business email plus phone makes them one of the easiest to contact. Pitch Classic or Deluxe rather than Commercial.",http://www.palmerpreschool.com/camps.html,preschools and daycare centers,Fort Myers,270
Fort Myers,preschools and daycare centers,3,,The Goddard School of Ft. Myers,(239) 689-2699,unknown,unknown,https://www.goddardschool.com/schools/fl/ft-myers/ft-myers,"13521 Goldenwood Dr, Fort Myers 33913. National premium franchise brand; infants through pre-K. A separate Fort Myers Goddard location broke ground Nov 2025 — 12,500 sq ft, 10 classrooms, roughly 180 students ages 6 weeks to 6 years, opening summer 2026. Confirm which campus is active when calling.","Moderate. School page promotes a summer day camp: ""The Goddard School of Fort Myers, FL's summer day camp is a great way to keep your child learning and active in the summer."" No specific water day or party event verified.","Premium franchise with parents who expect enrichment extras, and a stated summer day camp. Held at 3 because the event evidence is generic marketing copy, and franchise locations sometimes need corporate sign-off on vendors.",https://www.goddardschool.com/schools/fl/ft-myers/ft-myers/our-school/special-programs/summer-camp,preschools and daycare centers,Fort Myers,296
Fort Myers,preschools and daycare centers,2,,Crown of Life Christian Academy,unknown,unknown,unknown,https://crownlifeacademy.com/academics/vpk/,"5820 Daniels Parkway, Fort Myers 33912. Church-affiliated academy offering state-funded VPK for 4- and 5-year-olds.","None verified. VPK page describes ""developmentally appropriate play-based learning in a safe, stable, and loving Christian environment"" — no events, camps, parties, or water days found.","Capped at 2 for lack of event evidence. Secondary prospect only: church campuses in Fort Myers commonly host family nights and VPK end-of-year celebrations, so it may be worth a cold call, but nothing found supports a warm pitch.",https://crownlifeacademy.com/academics/vpk/,preschools and daycare centers,Fort Myers,322
Fort Myers,preschools and daycare centers,2,,Southwest Florida Christian Academy (Preschool),(239) 936-5015 ext. 1422,hannah.barry@sfcakings.org,"Hannah Barry, Admissions Coordinator (published on the school's official preschool page)",https://www.sfcakings.org/academics/preschool/,"3750 Colonial Blvd, Fort Myers 33966. Private Christian preschool attached to a full K-12 academy — large campus, athletics facilities, established event/ticketing presence.","Weak for the preschool specifically. The academy has a public events and ticketing page (gofan.co/app/school/FL69046), indicating an active school-wide event calendar, but no preschool party, water day, or summer camp listing was verified.","Held at 2 — no confirmed preschool event evidence. Still worth a call because a K-12 campus runs field days and family nights at scale, and a named admissions contact with a published business email is a rare clean entry point.",https://www.sfcakings.org/academics/preschool/,preschools and daycare centers,Fort Myers,309
Fort Myers,schools and PTOs,5,,St. Francis Xavier Catholic School,(239) 334-7707,unknown,"Main school office, 2055 Heitman Street, Fort Myers 33901",https://stfrancisfortmyers.org,"PK-8 parish school, Diocese of Venice","Strong. School Fall Festival listed on their own events page — October 18, 10am-1pm, with ""crafts, Trick or Treat, bounce houses, food trucks, popcorn, and music,"" plus Trick or Treat 10:30-11:30am in the courtyard. They already budget for and book inflatable/rental entertainment.",Already runs a family festival with bounce houses and food trucks — foam is a direct upsell into an event format they demonstrably run annually. Warm-weather October date in SWFL suits foam.,https://stfrancisfortmyers.org/event/fall-festival-2/,schools and PTOs,Fort Myers,469
Fort Myers,schools and PTOs,4,,"Evangelical Christian School (Beacon Campus, PreK-8)",(239) 936-3319 (x1300 for Beacon PreK-8 campus),arowland@goecs.org (admissions office),"Beacon Campus office, 8237 Beacon Blvd, Fort Myers 33907",https://goecs.org,"Independent PreK-12, two campuses (Beacon PreK-8; Colonial Blvd 9-12)","Moderate-strong. School's own alumni/traditions content states ""Field Day is held in May at ECS among many other annual festivities,"" and describes the Kindergarten Clown Parade tradition that ""began as part of the Harvest Festival in 1981"" — so both an annual Field Day and a historic Harvest Festival.","Documented annual Field Day in May (peak foam weather) plus a festival tradition. Private school with its own budget authority, no district procurement hurdle. Deluxe or Commercial fits a full-grade-level Field Day.",https://www.ecseagles.com/alumni/alumni-posts,schools and PTOs,Fort Myers,482
Fort Myers,schools and PTOs,2,,Allen Park Elementary School,(239) 936-1459,unknown,"Main office, 3345 Canelo Drive, Fort Myers 33901",https://alp.leeschools.net,"890 students, PK-5, Lee County School District","None found. No festival, field day, fun run or family night evidence was verifiable.","Good size and a confirmed main-office number, but zero proven event activity — cold-call territory, not a warm prospect.",https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&DistrictID=1201080&ID=120108001122,schools and PTOs,Fort Myers,547
Fort Myers,schools and PTOs,2,,Canterbury School,(239) 481-4323,unknown,"Main office, 8141 College Parkway, Fort Myers 33919",https://www.canterburyfortmyers.org,Independent PK-12 day school,"None confirmed. The school publishes a public event calendar and runs summer ""fun and specialty camps,"" but no specific field day, festival, or celebration was verifiable. (A ""Canterbury Family Fun Run"" surfaced in search but belongs to the unrelated Canterbury School in Fort Wayne, Indiana — do not use it.)","Private PK-12 with in-house summer camp programming, exactly the Commercial and Camps buyer profile — but nothing about their events is verified yet.",https://www.canterburyfortmyers.org/listed-by-type/fun-specialty-camps,schools and PTOs,Fort Myers,560
Fort Myers,schools and PTOs,2,,Gateway Elementary School,unknown,unknown,PTA page at gty.leeschools.net/our_families/pta__pto,https://gty.leeschools.net,unknown,"None confirmed. The school maintains a dedicated PTA page, but no specific event was verifiable.",Confirmed PTA presence in the Gateway area of Fort Myers; needs verification of both contact details and event calendar before pursuing.,https://gty.leeschools.net/our_families/pta__pto,schools and PTOs,Fort Myers,573
Fort Myers,schools and PTOs,2,,Heights Elementary School,unknown,unknown,"Heights Elementary PTA public page, facebook.com/heightselementaryPTA",https://het.leeschools.net,"1,057 students, PreK-5 — one of the larger Fort Myers elementaries","Weak. A separately branded Heights Elementary PTA page exists for the Fort Myers school, but no specific festival/field day/fun run was verifiable from search results.","Largest verified enrollment in this set, which usually means the biggest end-of-year and field day programming and the budget to match. Unproven on events so far.",https://www.greatschools.org/florida/fort-myers/1634-Heights-Elementary-School/,schools and PTOs,Fort Myers,521
Fort Myers,schools and PTOs,2,,Orangewood Elementary School,(239) 936-2950,unknown,"Main office, 4001 DeLeon Street, Fort Myers 33901",https://owd.leeschools.net,"PK-5, Lee County School District","Weak. School maintains a dedicated PTO page (owd.leeschools.net/our_families/pta_pto) and a public school calendar, but no specific event (festival, field day, fun run) was verifiable from search results.","Confirmed active PTO structure and a central Fort Myers location, but no proven event activity — needs a discovery call before it earns a higher score.",https://owd.leeschools.net/our_families/pta_pto,schools and PTOs,Fort Myers,495
Fort Myers,schools and PTOs,2,,Six Mile Charter Academy,(239) 768-9375,unknown,"Main office, 6851 Lancer Ave, Fort Myers 33912",https://sixmilecharter.org,"842 students, tuition-free public charter (K-8)","Weak. The school runs a public ""Main Calendar"" of events on its own site, but no specific festival, field day or fun run was verifiable from search results.","Charter schools make vendor decisions at the school level rather than through district procurement, which shortens the sales cycle — but event evidence is unconfirmed.",https://sixmilecharter.org/apps/events/,schools and PTOs,Fort Myers,534
Fort Myers,schools and PTOs,2,,Tanglewood Elementary School,unknown,unknown,PTA org page at tan.leeschools.net/our_families/pta_pto; public PTA Facebook page facebook.com/TanglewoodPTA,https://tan.leeschools.net,"PK-5, Lee County School District","Weak. An independently branded, publicly maintained ""Tanglewood Elementary PTA"" Facebook page for Fort Myers exists (separate from the school page), indicating an organized parent group, but no specific event was verifiable.","A PTA with its own public presence is usually the one that books entertainment, so this is worth a call — but no event evidence confirmed.",https://www.facebook.com/TanglewoodPTA/,schools and PTOs,Fort Myers,508
Fort Myers,summer and day camps,5,,Alliance for the Arts — Youth Arts Camps,239-939-2787,unknown,unknown,https://www.artinlee.org/explore/camps/youth-arts-camps/,"10-acre Fort Myers campus at 10091 McGregor Blvd, operating since 1975; multiple summer camp tracks (Visual Arts Camp for all ages, Musical Theatre Intensive with Broadway Palm actors)","Extremely strong — free Family ArtLab the 3rd Saturday of every month, 10 a.m.–noon, ""drop-in free, hands-on family fun… art making, gallery activities, games and more""; plus a Saturday GreenMarket 9–1, a monthly Morning Artisan Market, and ""Reel Families"" free family movie screenings at noon","A recurring, already-scheduled free family event series on a 10-acre outdoor campus is the ideal foam-party host; they program monthly, so this is a repeatable booking rather than a one-off.",https://www.artinlee.org/artlab/,summer and day camps,Fort Myers,47
Fort Myers,summer and day camps,5,,Grace Community School — Fort Myers,239-334-3325 (Fort Myers campus); 239-997-3727 (North Fort Myers campus),unknown,unknown,https://www.gracecommunityschools.com/programs/summer-camp,"Multi-campus operator (Fort Myers, North Fort Myers, Cape Coral, Lehigh Acres, Gateway, Bonita Springs, Naples); summer camp for ages 1–11 running ten weekly sessions June 1 through Aug 7","Very strong and explicit — ""Every week has a fun theme like Pirate Week, Hawaii Week, Carnival Week, and Super Hero Week,"" with ""theme weeks, parties, dress-up days, bounce houses, Water Wednesdays, water slides, and spirit days""","They already rent bounce houses and run water-based Wednesdays — a foam party is a direct swap-in for an existing, already-funded line item, and a good result at one campus can replicate across six more.",https://pages.gracecommunityschools.com/summer-camp/,summer and day camps,Fort Myers,34
Fort Myers,summer and day camps,5,,Lee County Parks & Recreation — Summer Camp,239-533-7275,unknown,unknown,https://www.leegov.com/parks/programs/summer,"County-wide program, 8 weeks (June 8 – Aug 2), $85/child/week, traditional K-5th, middle school, specialty and special-needs camps across many recreation centers including Wa-Ke Hatchee in Fort Myers, North Fort Myers, Estero and Veterans Park","Camp described as providing ""an array of activities throughout the summer,"" with ""Sno Cone Day is always a camper favorite"" — they already budget for and run novelty treat/activity days for campers","Largest multi-site camp operator in the market, already buys special activity days, and a county budget comfortably covers the $649 Commercial/Camps package per site — one contract can seed several locations.",https://www.wgcu.org/human-interest/2026-02-27/lee-county-parks-recreation-opens-summer-camp-registration,summer and day camps,Fort Myers,21
Fort Myers,summer and day camps,5,,The Heights Foundation / The Heights Center,239-482-7706 (Heights Center); 239-887-3607 (Foundation),unknown,unknown,https://heightsfoundation.org/summer-camp/,"15570 Hagie Drive, Fort Myers 33908; summer camp reported engaging 160 children across the summer; the Center also hosts weddings, professional meetings and musical events","Strong — ""4ourth Friday celebrations bring together hundreds of Harlem Heights community members for fun and fellowship each month,"" and the Center is described as ""a resource for family strengthening, lifelong learning, and community celebration""","A nonprofit that already runs a monthly, hundreds-strong outdoor community celebration plus a 160-child summer camp — two separate booking occasions, and they have a facility-rental/events budget line.",https://heightsfoundation.org/center/,summer and day camps,Fort Myers,60
Fort Myers,summer and day camps,4,,Boys & Girls Clubs of Lee County,239-334-1886 (main office); 239-922-5202 (Park Meadows club),unknown,unknown,https://bgclee.org/,"Multiple clubs across Lee County (Park Meadows at 1900 Park Meadows Dr, Renaissance Preserve at 1633 Joust St, Pueblo Bonito, Challenger Middle School, Lehigh Acres, Varsity Lakes Middle School); summer camp June 8 – July 31, 7:30 a.m.–6 p.m., ages 6–18, $69/week, meals provided","Moderate-strong — summer program explicitly includes ""guest speakers, health and wellness classes, service-learning projects, sports & recreation, and field trips,"" i.e. a recurring calendar of outside-vendor and off-site activity days","Six sites, long camp days needing programming, and an established pattern of bringing in outside activities; a nonprofit with sponsor funding can support the $649 Commercial/Camps tier, and one approval unlocks several locations.",https://bgclee.org/our-clubs/,summer and day camps,Fort Myers,73
Fort Myers,summer and day camps,4,,City of Fort Myers — S.T.A.R.S. Complex Summer Camp,239-321-7545,stars@fortmyers.gov,unknown,https://fortmyers.gov/1551/STARS-Camp-Programs,"2980 Edison Ave, Fort Myers 33916; municipal facility serving the Dunbar community 25+ years; summer camp ages 6–14, $100–$250 per child plus $15 registration, running through Aug 1, 2026, with lunch and snacks via Lee County School District for six weeks","Moderate — the complex runs ""structured arts and cultural programming, organized athletics, and after school and summer camp programs,"" offers camps timed to school holidays, and rents its facilities for ""birthday parties, anniversaries, family reunions and more""",A city-run camp with a real programming budget and a large outdoor/athletic footprint; the fact they host outside parties on-site means the logistics conversation is already familiar to staff.,https://fortmyers.gov/1551/STARS-Camp-Programs,summer and day camps,Fort Myers,86
Fort Myers,summer and day camps,4,,Coast Elite Gymnastics Academy — Summer Camp,239-936-8467,info@coastelite.com,unknown,https://www.coastelite.com/,"6360 Arc Way, Fort Myers 33966; eleven consecutive weekly summer camps running through the first week of August","Strong — ""eleven weekly summer camps with different themes""; each camp day includes gymnastics instruction, a 35' trampoline, a foam pit, games and crafts","Eleven distinct themed weeks each need a marquee activity, and a business that already sells a ""foam pit"" as a headline feature understands the appeal — an outdoor foam party is an easy upsell for theme days.",https://www.fox4now.com/tasteseeswfl/coast-elite-gymnastics-offers-weekly-themed-summer-camp-in-fort-myers,summer and day camps,Fort Myers,112
Fort Myers,summer and day camps,4,,Evangelical Christian School — Camp Eagle,239-936-3319,unknown,unknown,https://goecs.org/summer-camps/,"8237 Beacon Blvd, Fort Myers 33907; described as the largest private school in Southwest Florida with 1,600+ students preschool–12; Camp Eagle day camp open to the public, rising PK–6th, June 1 – July 31, 9 a.m.–3 p.m.","Strong — ""each week holds a different theme of fun,"" and ""ECS campers will participate in a wide variety of activities, including field trips on Tuesdays, Wednesdays and Thursdays to various attractions throughout the summer""",Weekly theme structure plus a three-days-a-week field trip habit means they already spend on outside activity vendors; large private-school enrollment supports the Deluxe or Commercial tier.,https://goecs.org/summer-camps/,summer and day camps,Fort Myers,99
Fort Myers,summer and day camps,3,,Calusa Nature Center & Planetarium — Summer Camps,239-275-3435,Admin@calusanature.org,unknown,https://www.calusanature.org/calusa-summer-camps,"3450 Ortiz Ave, Fort Myers 33905; nonprofit on 105 acres with museum, planetarium, three nature trails, butterfly house and raptor aviary; summer camps grades 1–8, June through August","Moderate — camps are individually themed weeks marketed as public ticketed events (Enchanted Forest, Wild Florida, Wildcraft, Stargazers & Trailblazers, Outdoor Survival), plus a public events calendar; no specific party/field-day evidence confirmed","105 acres of open ground and a themed-week camp model fit a mobile foam setup well, and they clearly sell event-style programming — but the ""we hire party vendors"" signal is not yet proven.",https://www.calusanature.org/calusa-summer-camps,summer and day camps,Fort Myers,151
Fort Myers,summer and day camps,3,,City of Fort Myers Parks & Recreation — Camp Programs,239-321-7530,recreation@cityftmyers.com,unknown,https://fortmyers.gov/1751/Camp-Programs,City-wide recreation division running camps at multiple facilities including the Fort Myers Skatium and Riverside Community Center,"Moderate — camps span ""everything from ice skating to traditional playground fun"" across several city facilities, and the division separately operates facility rentals; specific event days not confirmed","Multiple municipal camp sites and a recreation budget make this a realistic $649 booking, but specific event or theme-day programming is unconfirmed — treat the first call as discovery.",https://fortmyers.gov/1751/Camp-Programs,summer and day camps,Fort Myers,125
Fort Myers,summer and day camps,3,,YMCA of Southwest Florida — Fort Myers YMCA Summer Camp,239-275-9622,info@ymcaswfl.org,unknown,https://www.ymcaswfl.org/summer-camp-information,"Fort Myers branch at 1360 Royal Palm Square Blvd, 33919; summer camp at four Lee County locations, June 1 – Aug 7, ages 5–15; association spans Bonita Springs, Bradenton, Englewood, Fort Myers, Port Charlotte, Sarasota, Punta Gorda and Venice","Weak/unconfirmed — camps described as ""reimagined for children to explore, discover, and challenge themselves""; Fort Myers camp includes swimming and team-building, but no specific evidence of theme days, field days or family nights","Four Lee County sites and a large regional association make this a high-value target, but event-day programming could not be verified, so the event case is inferred from camp scale rather than proven.",https://www.ymcaswfl.org/summer-camp-information,summer and day camps,Fort Myers,138
Fort Myers,summer and day camps,2,,Canterbury School — Summer Programs,239-481-4323 (main); 239-671-3727 (Auxiliary Programs),summer@canterburyfortmyers.org,"Rita Salgado, Director of Auxiliary Programs",https://summer.canterburyfortmyers.org/,"8141 College Parkway, Fort Myers 33919; summer programs June 2 – Aug 1 for Pre-K4 through 12th grade, spanning academic, athletic and specialty camps; member of the national SPARC summer-programs collaborative","Weak — marketing mentions ""hands-on specialty camps, high-energy sports, and engaging academic programs,"" but a targeted search for water days, field days or theme weeks turned up nothing specific","Strong budget and a named, reachable auxiliary-programs decision maker, but no verified evidence they run the kind of event a foam party plugs into — held at 2 until an event signal is confirmed.",https://summer.canterburyfortmyers.org/camp-programs,summer and day camps,Fort Myers,164
Fort Myers,summer and day camps,2,,IMAG History & Science Center — Summer Camps,239-243-0043,unknown,unknown,https://theimag.org/,"2000 Cranford Ave, Fort Myers 33916; regional children's science museum running week-long camps for rising 1st–8th graders in three age bands","Weak — ""all-new immersive one-week camps"" is the only programming detail verified; no specific evidence of parties, field days or family nights","Well-funded attraction with a real camp operation, but the event evidence is unproven — worth a discovery call about end-of-camp celebrations rather than a direct pitch.",https://theimag.org/,summer and day camps,Fort Myers,177
Cape Coral,apartment and condo communities with event staff,4,,Bella Vida at Entrada Homeowners Association,(239) 543-3458,unknown,"HOA office, 3410 Malagrotta Circle, Cape Coral 33909; clubhouse at 3427 Malagrotta Circle",unknown (two conflicting URLs surfaced — mybellavidahoa.com and bellavida-hoa.com; neither independently verified),"Large master-planned family community within the broader Entrada development; explicitly family-friendly, not age-restricted","Waterfront clubhouse with ""frequently planned events""; the HOA organizes fitness classes, book clubs, seasonal events, BBQs and holiday celebrations. Kids' pool on site.",A dedicated waterfront clubhouse plus a documented pattern of recurring HOA-run social events and a kids' pool. Verify the correct website on the call — two conflicting addresses are in circulation.,https://www.searchcapecoralhomes.com/blog/bella-vida-cape-coral/,apartment and condo communities with event staff,Cape Coral,2255
Cape Coral,apartment and condo communities with event staff,4,,Coral Lakes Community Association,(239) 242-6344,unknown,"HOA office, 1500 Coral Lakes Blvd, Cape Coral 33909",https://www.ourcorallakes.com/,"250+ acre gated master-planned community with single-family homes, villas and townhomes; explicitly family-friendly with playground and basketball court; not age-restricted","Community calendar described as filled with events ""tailored to residents of all ages,"" including holiday celebrations, movie nights, fitness classes and seminars.",Verified family-oriented programming with an all-ages events calendar and kid amenities already on site — a receptive audience and an HOA office with a published phone.,https://www.ourcorallakes.com/,apartment and condo communities with event staff,Cape Coral,2242
Cape Coral,apartment and condo communities with event staff,4,,Sandoval Community Association,(239) 282-5525,unknown,"Administrative Office, 2573 Sandoval Pkwy, Cape Coral 33991 (activities director role confirmed, name not published)",https://www.livesandoval.com/,"Large master-planned single-family HOA community, thousands of homes; mixed ages and family-skewing, not age-restricted","HOA-run activity director publishes a monthly calendar of events for all ages, including wine tastings, fitness classes and holiday celebrations; community center on site.","Confirmed on-staff activities coordination, a recurring published calendar, a community center and a large resident base. The events role is the buyer — ask for the activities director by title.",https://www.livesandoval.com/community-center,apartment and condo communities with event staff,Cape Coral,2229
Cape Coral,apartment and condo communities with event staff,3,,The Cove at 47th,unknown,unknown,Leasing office (developed/managed by Flaherty & Collins Properties),https://coveat47th.com/,"292-unit luxury apartment community (studio-2BR), opened September 2024, downtown mixed-use; young professional and family mix, not age-restricted","Clubhouse explicitly positioned for ""hosting events, meeting neighbors,"" plus rooftop lounge, fire pits, and stated ""planned social events"" for residents.","Sizable new rental community with dedicated event-hosting space and a professional multifamily operator behind it, but no named lifestyle-director role or specific event calendar was found, and a studio-heavy unit mix suggests fewer kids.",https://coveat47th.com/,apartment and condo communities with event staff,Cape Coral,2281
Cape Coral,apartment and condo communities with event staff,3,,Village at Entrada Homeowners Association,unknown,unknown,HOA board/property manager via TownSq portal,https://villageatentrada.sites.townsq.io,"721 homes, gated, D.R. Horton-built master-planned community in NE Cape Coral; family-oriented with splash pad, playground, tennis and pickleball","Amenity center with a clubhouse ""social hub,"" splash pad, and a community described as offering ""numerous community events throughout the year""; no specific recurring calendar verified.","Large family-skewing community with a splash pad and clubhouse built for gatherings — the splash pad proves the audience buys water play. Event evidence is marketing language rather than a verified program, and no direct phone was found.",https://www.aboveboardchamber.com/press-releases/amenity-center-now-open-at-d-r-hortons-entrada-community/,apartment and condo communities with event staff,Cape Coral,2268
Cape Coral,apartment and condo communities with event staff,2,,Cape at Savona Point,unknown,unknown,"Leasing office, 1730 Savona Point Cir, Cape Coral 33914",https://www.thecapeatsavonapoint.com/,320-unit four-story rental complex in SW Cape Coral; family/mixed-age amenity mix with playground and picnic areas; not age-restricted,"Large clubhouse, tiki hut, game area, and playground/picnic areas indicate event capacity, but no specific events calendar or lifestyle-staff role was found.","One of the larger rental complexes in Cape Coral with genuinely good physical space for a foam party, but no verified evidence of an active resident-events program. Qualify by phone.",https://www.thecapeatsavonapoint.com/cape-at-savona-cape-coral-fl/,apartment and condo communities with event staff,Cape Coral,2294
Cape Coral,apartment and condo communities with event staff,2,,Vantage Apartments,(844) 424-8209,unknown,"Leasing office, 3050 Steeple Circle, Cape Coral 33909",https://www.apartments-capecoral.com/,"292 units, built 2025; standard garden-style family/mixed-age rental community, not age-restricted","""Vibrant social spaces"" cited in marketing; no specific named events, calendar, or lifestyle-director role found.","Large new-build rental with social common areas, but the only evidence is marketing language — no actual resident-events program verified.",https://www.apartments-capecoral.com/,apartment and condo communities with event staff,Cape Coral,2307
Cape Coral,birthday party venues,5,,Saddlewood Horse Club (CapeHorses.com),(239) 738-9300,unknown,unknown,https://capehorses.com/,Working horse boarding and riding facility at 16111 Saddlewood Ln,"Published birthday party pricing — flat rate for up to 10 kids ($15 per additional child), ~45 minutes riding with two ponies/horses and handlers, plus an add-on animal interaction option (mini goats, mini horses, ""snuggle bunny"").","Outdoor ranch setting with open pasture is an excellent physical fit for foam, and they already sell structured, priced party packages with optional add-ons — foam slots in as another add-on tier rather than competing with anything they offer.",https://capehorses.com/birthday-parties,birthday party venues,Cape Coral,2322
Cape Coral,birthday party venues,4,,Gator Mike's Family Fun Park,(239) 574-4386 (party bookings line reported as 239-699-2794),pr@gatormikes.com,"unknown (a dedicated ""party host"" role is referenced)",https://gatormikes.com/,"20-acre family entertainment complex at 35 NE Pine Island Rd, operating since 1992. Formerly Mike Greenwell's Bat-A-Ball & Family Fun Park.","Multiple published birthday packages (""Grand Slam"" and ""Home Run"") starting at $28.99/guest with a 10-guest minimum, a dedicated party host and reserved arcade-lounge space.","20 acres with real outdoor attractions (mini golf, go-karts, climbing wall) gives genuine room for foam, and they already sell tiered party packages — foam is a natural premium upsell tier. Published business email is a clean entry point.",https://gatormikes.com/parties-events/birthday-parties/,birthday party venues,Cape Coral,2335
Cape Coral,birthday party venues,3,,Saddlewood Hall,unknown,unknown,unknown,unknown,"Rustic event hall accommodating up to 75 guests; appears to be on or near the same Saddlewood Ln property as Saddlewood Horse Club, unconfirmed","Third-party venue listing names it a venue for ""wedding receptions, birthday parties, and more.""","Barn/hall venues of this type usually have adjoining lawn space that suits foam, and the likely co-location with Saddlewood Horse Club (fit 5) means one site visit covers both. Only source is a listing aggregator, so packages and outdoor capacity are unconfirmed.",https://www.eventective.com/cape-coral-fl/saddlewood-hall-768955.html,birthday party venues,Cape Coral,2361
Cape Coral,birthday party venues,3,,Sun Splash Family Waterpark (party packages),(239) 574-0558,unknown,unknown,https://sunsplashwaterpark.com/birthday-parties/,"City-owned regional waterpark; party area, reserved cabanas, catering add-ons, group discounts","Dedicated Birthday Parties page advertising a party area, gift bags, ice cream vouchers, reserved cabanas, catering add-ons and group discounts, plus a separate Group Events page.","Cross-listed with the parks record. Real party infrastructure and pool-deck space, but as a municipal water attraction they are the nearest substitute for foam in the city — pitch as a dry-side add-on to cabana and group packages, not as a straightforward buyer.",https://sunsplashwaterpark.com/birthday-parties/,birthday party venues,Cape Coral,2348
Cape Coral,birthday party venues,2,,Cape Coral History Museum,(239) 772-7037,unknown,unknown,https://capecoralmuseum.org/,Small local history museum operated by the Cape Coral Historical Society,"No published birthday-party packages, pricing or booking page found — only a general Events page. Birthday-party use is unconfirmed.","No evidence this venue hosts birthday parties as a service, and likely indoor-only exhibit space, which is a weak physical fit for foam even if they added party rentals. Confirm by phone before treating as a lead.",https://capecoralmuseum.org/events/,birthday party venues,Cape Coral,2374
Cape Coral,breweries and food truck parks that host family events,5,,Slipaway Food Truck Park & Marina,unknown,unknown,unknown,https://slipawaycape.com/,"3.1-acre waterfront site at 1811 Cape Coral Parkway E, 10 food trucks, 120 dedicated onsite parking spaces plus overflow and a weekend shuttle — a substantial purpose-built venue","Explicitly described as ""family-friendly outdoor fun and entertainment""; recurring signature events include the Sip & Shop Night Market and Wags on the Water, plus daily live music and an inaugural Fourth of July Bash planned as an annual celebration.","The best venue fit in Cape Coral. A purpose-built outdoor waterfront site marketing itself as family-friendly, with an active recurring events calendar and 3+ acres of open ground. Newer venue still building its calendar, which makes them more receptive to a new attraction.",https://www.capecoral.gov/edo/slipaway.php,breweries and food truck parks that host family events,Cape Coral,2724
Cape Coral,breweries and food truck parks that host family events,4,,Cape Coral Brewing Company,unknown,unknown,unknown,unknown,"Established local craft brewery and taproom, described as a rising presence in the local craft beer scene","Trivia nights, live music and jam sessions, rotating food trucks on site, outdoor dog-friendly seating with life-size Jenga, Connect Four, cornhole, board games and a free book library.","Confirmed outdoor seating, games and a recurring events cadence, plus an explicit dog-friendly policy suggesting a casual family-tolerant atmosphere. Held at 4 rather than 5 because no large lawn or published family-day calendar was confirmed, and no direct contact details were found.",https://www.tripadvisor.com/Attraction_Review-g34118-d8649122-Reviews-Cape_Coral_Brewing_Company-Cape_Coral_Florida.html,breweries and food truck parks that host family events,Cape Coral,2737
Cape Coral,breweries and food truck parks that host family events,2,,Botanical Brewing Company,unknown,unknown,unknown,unknown,Listed as an active Cape Coral brewery; no further detail available from sources found,"Unknown — no events calendar, outdoor space or family-friendly policy could be confirmed.","Confirmed to exist as a Cape Coral brewery, but no evidence of an outdoor area or family events was found. Capped at 2 per the scoring rule. Needs direct site or social verification before outreach.",https://www.tripadvisor.com/Attraction_Review-g34118-d23178860-Reviews-Botanical_Brewing_Company-Cape_Coral_Florida.html,breweries and food truck parks that host family events,Cape Coral,2750
Cape Coral,breweries and food truck parks that host family events,1,,Big Storm Brewery — Cape Coral location,unknown,unknown,unknown,unknown (bigstormbrewery.com — current status of this location unconfirmed),"Former taproom at 4721 SE 10th Pl, Cape Coral with 16 taps, full kitchen, pool table, cornhole and TVs","Historically ran live music Thursday-Saturday, Tuesday and Thursday trivia, Sunday open mic, private tours/tastings and catered events.","CLOSED — firmed up in Round 3. A later pass found every Florida Big Storm listing (Cape Coral, Clearwater, Odessa, Tampa) marked closed as of 2026, and no Naples location ever existed. Recorded so it is not re-researched. Do not contact.",https://www.yelp.com/biz/big-storm-brewery-cape-coral-3,breweries and food truck parks that host family events,Cape Coral,2763
Cape Coral,breweries and food truck parks that host family events,1,,Rack'em Spirits & Times,(239) 540-7225,unknown,unknown,unknown,"Bar, live-music venue and pool hall at 1011 SE 47th Ter, Cape Coral","Regular live original-music bookings (6-12 bands on weekends), but promotions are adult-oriented — Ladies Night, $1 domestic drafts, cigars, full liquor bar.",Not actually a brewery — a billiards and cigar bar with a nightlife-focused 21+ crowd and no family or outdoor-lawn signal. Poor fit; listed to close the loop on a name that appears in brewery directories.,https://www.yelp.com/biz/rackem-spirits-and-times-cape-coral,breweries and food truck parks that host family events,Cape Coral,2789
Cape Coral,breweries and food truck parks that host family events,1,,Scotty's Bierwerks,unknown,unknown,unknown,https://www.scottysbierwerks.net/,"Was described as ""Cape Coral's last brewery,"" at 901 East Industrial Cir.; operated nine years","Historically strong — Trunk or Treat, Charity Bingo, food truck Fridays, weekly trivia, yoga, happy hours and a published event schedule.",CLOSED permanently as of November 2025 per local news coverage. Historically an excellent fit; recorded here only so it is not re-researched in a later pass. Do not contact.,https://www.winknews.com/news/lee/cape-corals-last-brewery-scottys-bierwerks-closes-after-9-years/article_f33b986f-77d2-4d9b-9cd4-9e159d460694.html,breweries and food truck parks that host family events,Cape Coral,2776
